date,year,type,country,area,location,activity,sex,age,injury,fatal_(y/n),time,species,investigator_or_source,hour,type_spec
12-Jan-2004,2004,Unprovoked,AUSTRALIA,New South Wales,Bushrangers Pass at Bass Point,Diving,M,,"No injury, swim fin ripped off",N,Midday,"RAGGEDTOOTH SHARK, 3.5 M [11.5'] ","T. Peake, GSAF",,
07-Jan-2004,2004,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"West Beach, Port Alfred",Surfing,M,22,Foot lacerated,N,,RAGGEDTOOTH SHARK,"A. Cobb & E. Ritter, GSAF",,
03-Jan-2004,2004,Invalid,NEW ZEALAND,North Island,"Whiritoa, Eastern Cormandel",Kayaking (returning from spearfishing),M,,"No injury, no attack, shark took fish from back of kayak",N,Afternoon,INVALID,"R.D. Weeks, GSAF; Waikto Times, 1/4/2004 ",,
03-Jan-2004,2004,Sea Disaster,EGYPT,Sinai Peninsula,Off Sharm El-Sheikh,Air disaster. Flash Airlines Boeing 737 crashed into the Red Sea,,,"No survivors, sharks scavenged on remains",N,03h00,NAN,"Scotsman, 1/4/2004",03,
2004,2004,Unprovoked,AUSTRALIA,Western Australia,Redgate Beach,Surfing,M,,No inury,N,Morning,NAN,J. Carlsen,,
31-Dec-2003,2003,Boating,SOUTH AFRICA,KwaZulu-Natal,Salt Rock ,,,,No injury to occupants,N,,SHORTFIN MAKO SHARK,Natal Sharks Board,,SHORTFIN
26-Dec-2003,2003,Invalid,USA,Florida,"Miami, Dade County",Swimming,M,28,Knee lacerated,N,,QUESTIONABLE INCIDENT,"The Times (London), 12/27/2003, p.4",,
13-Dec-2003,2003,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,M,13,Foot bitten,N,13h15,NAN,"Florida Today (Melbourne), 12/14/2003",13,
13-Dec-2003,2003,Unprovoked,NEW ZEALAND,Cook Islands,Pukapuka Northern Group,Swimming / shipwreck,M,45,FATAL,Y,Night,NAN,R. Weeks; Cook Islands Government News Release,,
08-Dec-2003,2003,Unprovoked,AUSTRALIA,Victoria,Collendina Beach east of Ocean Grove,Surfing amid a shoal of sharks,M,36,"No inury, shark caught leash attached to surfer's ankle & towed him a short distance",N,09h30,NAN,"J. Eager, scubaradio.com",09,
30-Nov-2003,2003,Unprovoked,AUSTRALIA,Western Australia,Perth? (Margaret River District),Swimming,M,,"After biting Halverson, it bit Scott's thigh",Y,11h30,"WOBBEGONG SHARK, 1.2 M [4'] ","J. Eager, scubaradio.com",11,WOBBEGONG
30-Nov-2003,2003,Unprovoked,AUSTRALIA,Western Australia,Perth? (Margaret River District),Swimming,M,,Hand & foot bitten,N,11h30,"WOBBEGONG SHARK, 1.2 M [4'] ","J. Eager, scubaradio.com",11,WOBBEGONG
27-Nov-2003,2003,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Sodwana,Spearfishing,M,21,"Presumed FATAL, severed hand recovered",Y,>08h00,"TIGER SHARK, 4 M [13']  ?","E. Ritter, GSAF",08,TIGER
22-Nov-2003,2003,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,F,35,Severe abrasion to left lateral calf,Y,15h30,4' SHARK,T. Trumbauer,15,
12-Nov-2003 ,2003,Unprovoked,INDIA,Tamil Nadu,"Mahabalipuram beach, 37 km south of Chennai",Swimming or surfing,M,35,Left index finger lacerated,Y,,TIGER SHARK?," P.C.V. Kumar; A. Patil, GSAF   ",,TIGER
12-Nov-2003,2003,Unprovoked,USA,Florida,"South Jetty, New Smyrna Beach, Volusia County",Surfing,M,24,Lacerations to hand,N,,NAN,"S. Petersohn, GSAF",,
06-Nov-2003,2003,Unprovoked,EGYPT,Sinai Peninsula,"Sha’ab Mahmud, Ras Mohamed Park",Snorkeling,M,,Hand/elbow injured,N,,2.5 OCEANIC WHITETIP SHARK,N. Pankratov,,OCEANIC
06-Nov-2003,2003,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Karridene,Surf skiing,,,"No injury to occupants, hull of ski bitten",N,,WHITE SHARK,Natal Sharks Board,,WHITE
01-Nov-2003,2003,Unprovoked,AUSTRALIA,New South Wales,"Seal Rocks, north of Newcastle",Standing,M,,Minor lacerations to leg & foot,N,Dusk,NAN,"The Sun; 11/2/2003, p.9",,
Nov-2003,2003,Provoked,PANAMA,Pearl Islands,,Spearfishing,M,,Left forearm bitten PROVOKED INCIDENT,Y,,"NURSE SHARK, 60 CM TO 90 CM [2' TO 3'] ","J. Eager, scubaradio.com",,NURSE
31-Oct-2003,2003,Unprovoked,USA,Florida,"Ponte Vedra Beach, St. Johns County",Surfing,M,18,Left foot (sole) bitten,Y,15h00,1.2 M TO 1.5 M [4' TO 5'] SHARK,"D. Dixon, Florida Times-Union, 11/8/2003 ",15,
31-Oct-2003,2003,Unprovoked,AUSTRALIA,New South Wales,"Lighthouse Beach, Seal Rocks",Surfing,M,22,Left ankle & foot lacerated,Y,17h30,"1.5 M [5'] SHARK, EITHER A BRONZE WHALER OR A GREY NURSE SHARK",ABC News Australia,17,BRONZE
31-Oct-2003,2003,Unprovoked,USA,Hawaii,"Tunnels surf break off Makua Beach, Kaua'i",Surfing,F,13,Left arm severed below shoulder,Y,07h30,"TIGER SHARK, 14' "," E. Ritter, GSAF  ",07,TIGER
27-Oct-2003,2003,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,46,Laceration on right ankle & heel,N,12h20,NAN,"S. Petersohn, GSAF",12,
24-Oct-2003,2003,Invalid,USA,Hawaii,Honolua Bay,Snorkeling,M,56,Left forearm lacerated,Y,12h20,SHARK INVOLVEMENT NOT CONFIRMED,"Timothy Hurley, Advertiser Maui County Bureau",12,
14-Oct-2003,2003,Unprovoked,USA,Florida,Near Patrick Air Force Base Brevard County,Surfing,M,19,Foot bitten,N,--,1.2 M [4'] SHARK,WFTV.com,,
06-Oct-2003,2003,Invalid,USA,Florida,Palm Beach?,Swimming to shore from boat or kayak,M,,"Fatal, drowning or scavenging.  Two hours later his body, with bite marks,  washed ashore.",Y,--,SHARK INVOLVEMENT PRIOR TO DEATH WAS NOT CONFIRMED,"E. Pace, FSAF",,
05-Oct-2003,2003,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Surfing,F,,Minor puncture wounds in hand,N,15h00,NAN,"J. Eager, scubaradio.com",15,
05-Oct-2003,2003,Unprovoked,USA,Florida,"Stuart Park Beach, Martin County",Surfing,M,18,5 to 6 lacerations on right foot & ankle,N,14h30,NAN,"Vero Beach Press Journal (FL) 10/6/2003;  Stuart News, 10/6/2003",14,
05-Oct-2003,2003,Provoked,USA,Florida,"South Jetty, New Smyrna Beach, Volusia County",Surfing,M,30,Left ankle bitten when he stepped on the shark PROVOKED INCIDENT,Y,14h00,NAN,"S. Petersohn, GSAF",14,
05-Oct-2003,2003,Unprovoked,USA,Florida,"Crawford Road beach approach at New Smyrna Beach, Volusia County",Sitting on surfboard,M,50,Left foot bitten,Y,12h02,NAN,"S. Petersohn, GSAF; J. Eager, scubaradio.com",12,
05-Oct-2003,2003,Unprovoked,USA,Hawaii,"Cove Beach / Kalama Beach, Kihei, Maui",Wading near a fishing net,F,41,"Left thigh abraded, right knee and right index finger injured",Y,12h55,"1.2 M [4'] ""GREY-COLORED SHARK""","G. Kubota, Star Bulletin",12,
29-Sep-2003,2003,Unprovoked,FIJI,Taveuni,Welagi coastal reef off Drekeniwai,Wading to shore from his boat,M,40,FATAL abdomen bitten,Y,Night,NAN,"R. Weeks, GSAF; Fiji Times, 10/2/2003; Fiji TV",,
28-Sep-2003,2003,Unprovoked,USA,Florida,"North Hutchinson Island, St. Lucie Couny",Surfing,M,16,Arm lacerated,N,07h45,NAN,"7News Online;  Vero Beach Press Journal, Fort Pierce Tribune, Stuart News, 10/1/2003",07,
21-Sep-2003,2003,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,21,Left foot bitten,Y,11h45,NAN,"S. Petersohn, GSAF; Daytona Beach News Journal, 9/22/2003, p.1C",11,
19-Sep-2003,2003,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,19,Left heel lacerated,Y,16h30,NAN,"S. Petersohn, GSAF",16,
17-Sep-2003,2003,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,17,3 puncture wounds on left foot,Y,14h00,NAN,"S. Petersohn, GSAF",14,
14-Sep-2003,2003,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,30,Left foot: lacerations on heel and sole,Y,16h14,3' SHARK,"S. Petersohn, GSAF",16,
14-Sep-2003,2003,Boat,SOUTH AFRICA,Western Cape Province,Melkbosstrand,Fishing ,,36,"No injury to occupants, shark bit boat",N,09h40,2 M COW SHARK,"E. Ritter, GSAF ",09,
14-Sep-2003,2003,Invalid,USA,Florida,"Bathtub Reef Beach, Martin County",Swimming,F,10,Puncture wounds on inner thigh,N,13h30,SHARK INVOLVEMENT DOUBTFUL,"Fort Pierce Tribune, 9/15/2003",13,
13-Sep-2003,2003,Unprovoked,USA,Florida,"Daytona Beach, Volusia County ",Body boarding,M,18,Left calf avulsion,Y,17h11,6' SHARK,"S. Petersohn, GSAF; News Journal Online; Orlando Sentinel, 9/15/2003, p.B2; R. Weiss, Daytona Beach News Journal, 9/15/2001, p.3C",17,
13-Sep-2003,2003,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County","Standing, stepped on shark",M,15,Ankle lacerated,N,Afternoon,7' SHARK,"P. Caston, Post & Courier",,
12-Sep-2003,2003,Unprovoked,SOUTH AFRICA,Western Cape Province,Near the wreck of the Kakapo off Noordhoek Beach,Body boarding,M,19,"FATAL, left thigh, buttocks, back of spine, abdomen & chest bitten  ",Y,14h30,WHITE SHARK,"E. Ritter, GSAF;      http://www.wavescape.co.za/top_bar/locals_only9.htm                               ",14,WHITE
Sep-2003,2003,Unprovoked,USA,Florida,"Boca Grande, Lee County",Wade-fishing,M,,2 lacerations on each side of Achilles tendon,N,,NAN,"B. Stout, News-Press, 9/24/2003",,
29-Aug-2003,2003,Provoked,USA,Texas,1.5 miles off Surfside ,Fishing,M,,PROVOKED INCIDENT Hooked shark pulled onboard bit his arm  ,N,12h20,1.2 M [4'] BULL SHARK,http://www.dfw.com/mld/startelegram/news/state/6656592.htm?1c,12,BULL
19-Aug-2003,2003,Unprovoked,USA,California,"Avila Beach, San Luis Obispo County","Swimming, wearing black wetsuit & swim fins",F,50,"FATAL          Hip & upper thigh bitten, femoral artery severed ",Y,08h15,4.5 M TO 5.5 M [15' TO 18'] WHITE SHARK,"R. Collier, GSAF                ",08,WHITE
12-Aug-2003,2003,Invalid,USA,California,"Venice Beach, Los Angeles County",Swimming,M,31,Left ankle lacerated,Y,00h30,SHARK INVOLVEMENT NOT CONFIRMED,ABC News,00,
08-Aug-2003,2003,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffrey’s Bay,Sitting on surfboard,M,16,"No injury, wetsuit torn & board bitten",N,08h00,3.5 M [11.5'] WHITE SHARK,"E. Ritter, GSAF  http://sport.iafrica.com/news/261271.htm       ",08,WHITE
Reported 26-Jul-2003,2003,Unprovoked,AUSTRALIA,Northern Territory,Nhulunbuy,Surf skiing,M,37,"No injury, flung into water when shark bit rudder of ski",Y,,NAN,"Northern Territory News, 7/26/2003, p.1",,
20-Jul-2003,2003,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,18,Laceration to little finger of  right hand,N,15h45,NAN,"S. Petersohn, GSAF",15,
15-Jul-2003,2003,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Wading,F,15,Heel & sole of left foot,Y,14h37,NAN,"S. Petersohn, GSAF",14,
10-Jul-2003,2003,Unprovoked,BAHAMAS,Abaco Islands,Bakers Bay,Spearfishing,M,58,Right thigh bitten,N,14h30,UNIDENTIFIED SPECIES,"M. Levine, GSAF; Associated Press, 7/12/03",14,
05-Jul-2003,2003,Provoked,USA,Florida,"Near New Smyrna Jetty, Volusia County","Walking, carrying surfboard & stepped on shark",M,10,3 puncture wounds on right lateral ankle PROVOKED INCIDENT,N,10h07,2' SHARK,"S. Petersohn, GSAF",10,
05-Jul-2003,2003,Unprovoked,USA,Florida,"Canova Beach, Brevard County",Surfing,M,21,Left foot bitten,Y,,1.5 M TO 1.8 M [5' TO 6'] SHARK,Vero Beach Press Journal (FL) 7/9/2003,,
04-Jul-2003,2003,Unprovoked,BAHAMAS,Abaco Islands,10 miles west of Walker’s Cay,Spearfishing,M,39,Left calf bitten,Y,14h45,2.1 M  [7'] BULL SHARK,"Associated Press, 7/12/03; Palm Beach Post, 7/7/2003 ",14,BULL
Jul-2003,2003,Unprovoked,USA,Florida,"Fort Lauderdale, Broward County",Spearfishing,M,,Laceration to toe,N,,8' GREAT HAMMERHEAD SHARK,M. Marks,,GREAT
Late Jul-2003,2003,Unprovoked,FRENCH POLYNESIA,Society Islands,Moorea,Spearfishing,M,,Leg bitten,N,,NAN,Noonsite.com,,
Jul-2003,2003,Unprovoked,NEW ZEALAND,Cook Islands,Beveridge Reef,Snorkeling,M,,Chest & buttocks  bitten,N,,GREY REEF SHARK,R. & J. Zorro; Noonsite.com,,
30-Jun-2003,2003,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,17,Right foot & toes lacerated,N,13h53,UNIDENTIFIED SPECIES,"S. Petersohn, GSAF",13,
26-Jun-2003,2003,Unprovoked,USA,Florida,St Augustine Beach. St. Johns County,Surfing,M,15,Ankle lacerated,N,Morning,106 CM [3.5']  SHARK,Local6.com,,
24-Jun-2003,2003,Unprovoked,BRAZIL,Pernambuco,"Piedade, Recife",,M,,FATAL,Y,,NAN,"JCOnline, 6/23/2012",,
24-Jun-2003,2003,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Standing,F,12,2 lacerations to the thigh,N,Afternoon,“SMALL BROWN SHARK”,"Florida Today, 6/26/ 2003; WKMG Local 6",,
24-Jun-2003,2003,Unprovoked,USA,Hawaii,"Makua Beach, Oahu",Swimming with pod of dolphins,M,60,Right foot bitten,N,08h00,3.7 M TO 4.3 M [12' TO 14'] SHARK,Honolulu Advertiser,08,
22-Jun-2003,2003,Unprovoked,USA,Johnston Atoll,,Swimming,M,51,Left leg bitten,Y,Afternoon,UNIDENTIFIED SPECIES,"H. Edwards, GSAF; The Hawaai Channel",,
19-Jun-2003,2003,Unprovoked,USA,North Carolina,"Masonboro Island, New Hanover County",Surfing ,M,33,Hand bitten ,N,Late afternoon,"""SAND SHARK""","C. Creswell, GSAF",,SAND
08-Jun-2003,2003,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,,15,6 puncture wounds to left ankle,Y,11h55,NAN,"S. Petersohn, GSAF",11,
Jun-2003,2003,Invalid,USA,South Carolina,"Pawleys Island, Georgetown County",Swimming,F,22,Foot lacerated,N,,SHARK INVOLVEMENT NOT CONFIRMED,J. Eager,,
25-May-2003,2003,Unprovoked,USA,Florida,"Coral Cove Park, Jupiter Inlet, Palm Beach County",Surfing,M,18,Left foot lacerated,Y,10h00,NAN,Local 6 News,10,
14-May-2003,2003,Unprovoked,USA,Florida,"Ponce de Leon Inlet, Volusia County ",Wading,M,22,Left foot bitten,Y,13h23,3' TO 5' SHARK,"S. Petersohn, GSAF; Orlando Sentinel, 5/16;2003, p.C3",13,
10-May-2003,2003,Unprovoked,USA,Hawaii,Between Magic Sands Beach and Kahaluu Beach on the Kona coast,Swimming,M,20,Right calf & heel bitten,N,11h45,1.8 M [6'] REEF SHARK - OR A 2.1 M TO 2.4 M [7' TO 8'] GREY-COLORED SHARK,WestHawaiiToday.com,11,
07-May-2003,2003,Provoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,34,Multiple bites to foot after jumping off surfboard onto shark PROVOKED INCIDENT,Y,11h40,4' TO 5' SHARK,"S. Petersohn, GSAF; M. I. Johnson,  Daytona Beach News Journal. 5/8/2003, p.1C; Tampa Tribune, 5/8/2003",11,
03-May-2003,2003,Unprovoked,USA,Florida,"Daytona Beach Shores, Volusia County",Walking,F,,Laceration to right lower leg,N,12h20,NAN,"S. Petersohn, GSAF",12,
May-2003,2003,Unprovoked,PHILIPPINES,Baatan,Limay,,,,Arm severed,N,,WHITE SHARK,"D. Cervantes, Star",,WHITE
26-Apr-2003,2003,Provoked,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",Killing  sharks,M,,Shallow  lacerations to left  thigh PROVOKED INCIDENT,Y,,NAN,"P.M. Lopes, GSAF",,
25-Apr-2003,2003,Unprovoked,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",Swimming ,M,16,Bitten on finger,N,18h30,NAN,Web ProWire,18,
23-Apr-2003,2003,Unprovoked,BRAZIL,Pernambuco,"Pau Amarelo Beach, Paulista District (17 km from Recife)",Surfing,M,17,"Hand & foot lacerated,  lower left leg severely bitten, necessitating surgical amputation",Y,17h00,BULL SHARK,"P. M. Lopes, GSAF; N. Souza da Silva; JC, 4/24/2003",17,BULL
23-Apr-2003,2003,Unprovoked,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",Swimming,M,,Right hand lacerated,N,,NAN,Local 6 News,,
21-Apr-2003,2003,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County ",Surfing,M,36,Right leg bitten,N,14h30,UNIDENTIFIED SPECIES,"Local 6 News; St. Petersburg Times, 4/22/2003; The Eagle, 4/24/2003 ",14,
21-Apr-2003,2003,Unprovoked,USA,Florida,"Shepard Park, Cocoa Beach, Brevard County ",Surfing,M,17,Survived,N,13h30,UNIDENTIFIED SPECIES,"Orlando Sentinel, 4/22/2003, B3",13,
20-Apr-2003,2003,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Surfing,M,30,Left foot bitten,Y,Afternoon,UNIDENTIFIED SPECIES,"Orlando Sentinel, 4/22/2003, B3
  ",,
20-Apr-2003,2003,Unprovoked,USA,Florida,"Sunglow Pier, Daytona Beach Shores, Volusia County",Surfing,M,23,Small lacerations to foot,N,09h00,0.9 M TO 1.2 M [3' TO 4'] SHARK,"S. Petersohn, GSAF; Local6.com; Daytona Beach News-Journal . 4/21/2003, p.1C",09,
20-Apr-2003,2003,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,Left ankle bitten or right foot,Y,14h20,UNIDENTIFIED SPECIES,"S. Petersohn, GSAF; Local 6 News; S. Frederick, Daytona Beach News Journal, 4/28/2003, p.1C; Orlando Sentinel, 4/22/2003, p.B3",14,
19-Apr-2003,2003,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County  ",Jumping,M,11,Left foot bitten,Y,13h20,A “SMALL” SHARK,"S. Petersohn, GSAF; S. Frederick, Daytona Beach News Journal, 4/21/2003, p.1C; J. Waymer, Florida Today (Melbourne), 4/19/2003",13,
18-Apr-2003,2003,Unprovoked,USA,Florida,"North Beach, Patrick AFB, Brevard County",Surfing,M,12,2 lacerations on left thigh,Y,08h50,UNIDENTIFIED SPECIES,"Local 6 News; Tallahassee Democrat (FL) 4/19/2003; J. Waymer, Florida Today (Melbourne), 4/19/2003 ",08,
15-Apr-2003,2003,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Swimming (using a float),M,20,Left calf lacerated,Y,13h00,"15 CM TO 20 CM [6"" TO 8""] BITE DIAMETER JUST BELOW LEFT KNEE","Florida Today (Melbourne), 4/16/2003; Orlando Sentinel, 4/16/2003, p.B3",13,
11-Apr-2003,2003,Unprovoked,VENEZUELA,Nueva Esparta,"El Yaqu, Isla de Margarita",Surfing,M,28,"Right foot bitten, left leg severed",Y,--,"MAKO SHARK, 3 M [10']","E. Ritter & M. Levine, GSAF",,
09-Apr-2003,2003,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,,Arm lacerated,N,Dusk,NAN,D. Share,,
04-Apr-2003,2003,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,50,Left hand and wrist bitten,Y,08h00,4' TO 5' SHARK,"S. Petersohn, GSAF",08,
10-Mar-2003,2003,Provoked,USA,Florida,"Petting Tank, Florida Aquarium, Tampa, Hillsborough County",Petting captive sharks,F,,Hand nipped PROVOKED INCIDENT,N,,60 CM [2'] CAPTIVE SHARK,"Florida Aquarium; Miami Herald, 3/13/2002 ",,
27-Feb-2003,2003,Unprovoked,NEW ZEALAND,Southland,East side of Bench Island in the Foveaux Strait,Scuba diving,M,44,Arm lacerated (shark made 3 strikes),N,11h45,2.5 M [8.25'] WHITE SHARK,"R.D. Weeks & Mark Marks, GSAF; New Zealand Herald",11,WHITE
15-Feb-2003,2003,Unprovoked,AUSTRALIA,South Australia,"Goolwa Beach, Fleurieu Peninsula",Wading,M,37,Ankle lacerated,N,Dusk,"""A SMALL SHARK""","T. Peake, GSAF, surfsouthoz.com, 3/38/2003",,
15-Feb-2003,2003,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",Swimming,M,54,Left hand bitten,Y,12h10,SPECIES UNIDENTIFIED,"J. Eager, scubaradio.com",12,
11-Feb-2003,2003,Unprovoked,AUSTRALIA,New South Wales,"Coogee Bay, near Sydney",Swimming,M,24,"Puncture wounds on heel, legs and buttocks",N,--,THOUGHT TO INVOLVE A 2 M [6.75'] GREY NURSE SHARK,"T. Peake, GSAF",,NURSE
08-Feb-2003,2003,Unprovoked,AUSTRALIA,Queensland,Burleigh Lake on the Gold Coast,Swimming,M,84,FATAL,Y,Morning,THOUGHT TO INVOLVE A >2 M [6.75'] BULL SHARK,"T. Peake, GSAF; Sunday Territorian, 2/9/2003, p.9",,BULL
17-Jan-2003,2003,Invalid,SOUTH AFRICA,Western Cape Province,"Near the lagoon at Table View, Cape Peninsula",Unknown,M,14,Probable scavenging. The boy disappeared while at the beach on January 1st. His decomposed shark-bitten body washed ashore January 17th,N,--,SHARK INVOLVEMENT PRIOR TO DEATH WAS NOT CONFIRMED,IOL.co.za,,
03-Jan-2003,2003,Unprovoked,COSTA RICA,North Pacific coast,Playa Tamarindo ,Surfing,M,,Lower right leg lacerated,N,,"BULL SHARK, 7'",A.M. Costa Rica,,BULL
02-Jan-2003,2003,Unprovoked,AUSTRALIA,Western Australia,Left break at the ‘Hot Spot’ at Sheringa Beach,Surfing,F,,"No injury, but her surfboard was bitten",N,13h00,"BRONZE WHALER SHARK, 2.5 M [8.25'] ","T. Peake, GSAF",13,BRONZE
29-Dec-2002,2002,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef  (near Upolu Bay),Snorkeling,F,18,Left arm lacerated,Y,,REPORTED TO INVOLVE A HAMMERHEAD SHARK,"T. Peake, GSAF; Mercury (Hobart), 12/30/2002, p.10",,
24-Dec-2002,2002,Unprovoked,SOUTH AFRICA,Western Cape Province,Scarborough,Snorkeling,M,25,Forearms lacerated,N,Just after 12h00,"WHITE SHARK, 4 M WHITE SHARK",IOL.co.za,12,WHITE
21-Dec-2002,2002,Unprovoked,AUSTRALIA,Queensland,Depth of 40 m on the wreck of the St. Paul off Brisbane,Scuba diving,M,26,Groin bitten,N,,"WOBBEGONG SHARK, 1M",GC Online. Note: same diver's swim fin was bitten 3 weeks earlier by a 2 m [6.75'] wobbegong shark,,WOBBEGONG
20-Dec-2002,2002,Invalid,AUSTRALIA,Queensland,Golden Beach,Swimming,M,11,Foot lacerated,N,,"SHARK INVOLVEMENT NOT CONFIRMED, INJURY MAY BE DUE TO A STINGRAY","T. Peake, GSAF",,GRAY
16-Dec-2002,2002,Unprovoked,AUSTRALIA,Queensland,Miami Lake,Swimming,M,23,FATAL,Y,02h30,BULL SHARK,"T. Peake, GSAF; Northern Territory News, 12/20/2002, p.9",02,BULL
01-Dec-2002,2002,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Surfing,M,19,FATAL,Y,,NAN,O. Gadig,,
28-Nov-2002,2002,Unprovoked,MICRONESIA,Caroline Islands,"Pision Reef, Truk",Scuba diving,M,,Minor injury to right calf,N,Afternoon,BLACKTIP SHARK,J. Connick,,BLACKTIP
28-Nov-2002,2002,Unprovoked,USA,California,"Salmon Creek, Sonoma County",Body boarding,M,48,Both legs severely lacerated,N,09h45,3 M TO 4.5 M [10' TO 15'] WHITE SHARK,"R. Collier, GSAF; Press Report: Santa Rosa Press Democrat ",09,WHITE
17-Nov-2002,2002,Unprovoked,USA,Hawaii,Ka'anapali,Swimming,F,34,Right shoulder forarm & wrist bitten,N,10h45,2.4 M TO 3 M [8' TO 10'] GREY COLORED SHARK,San Francisco Gate,10,
14-Nov-2002,2002,Unprovoked,TURKS & CAICOS,Caicos Bank,French Cay,Snorkeling,F,41,"Right upper am, shoulder & back severely  bitten",N,08h40,1.8 M TO 2.1 M [6' TO 7']  CARIBBEAN REEF SHARK ,"M. Glenn, Local 10 News; Miami Herald, 11/28/2002",08,CARIBBEAN
11-Nov-2002,2002,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,21,1.5-inch laceration,N,13h40,6' SHARK,"S. Petersohn, GSAF",13,
02-Nov-2002,2002,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Boogie boarding,M,16,Puncture wounds on right foot,N,13h25,3' TO 4' SHARK,"S. Petersohn, GSAF",13,
Nov-2002,2002,Unprovoked,FRENCH POLYNESIA,Society Islands,Tetiaroa,"Fishing, standing in 2' of water",M,52,Shin bruised,N,,NAN,S. Heywood,,
30-Oct-2002,2002,Unprovoked,USA,Hawaii,"Kama'ole Beach Park I, Kihei, Maui",Swimming,F,60,Left foot bitten ,Y,11h56,A “SMALL” SHARK,J. Crites,11,
14-Oct-2002,2002,Unprovoked,BRAZIL,Pernambuco,"Piedade Beach, Jaboatão dos Guararapes City, Recife",Swimming,M,36,"FATAL, body not recovered",Y,16h00,POSSIBLY A BULL SHARK OR TIGER SHARK,"P.M. Lopes, GSAF",16,BULL
11-Oct-2002,2002,Unprovoked,USA,Florida,"Opposite main gate at Patrick Air Force Base, Cape Canaveral, Brevard County",Surfing,M,21,Left foot bitten,Y,Sunset,NAN,"Florida Today, 10/12/2002 ",,
